date,open,close,high,low,volume,lg_innotek_open,lg_innotek_close,lg_innotek_high,lg_innotek_low,ko_cases,ko_deaths,se_cases,se_deaths
2020-02-10,148500.0,147000.0,148500.0,144000.0,259021.0,148500.0,147000.0,148500.0,144000.0,0.0,0.0,0.0,0.0
2020-02-11,149500.0,151000.0,152500.0,148500.0,216429.0,149500.0,151000.0,152500.0,148500.0,1.0,0.0,0.0,0.0
2020-02-12,151000.0,151000.0,152000.0,149000.0,142227.0,151000.0,151000.0,152000.0,149000.0,0.0,0.0,0.0,0.0
2020-02-13,153500.0,154000.0,158000.0,152500.0,331103.0,153500.0,154000.0,158000.0,152500.0,0.0,0.0,0.0,0.0
2020-02-14,156000.0,155000.0,159000.0,153500.0,187280.0,156000.0,155000.0,159000.0,153500.0,0.0,0.0,0.0,0.0
2020-02-15,155666.66666666666,155166.66666666666,159000.0,153333.33333333334,175243.66666666666,155666.66666666666,155166.66666666666,159000.0,153333.33333333334,0.0,0.0,0.0,0.0
2020-02-16,155333.33333333334,155333.33333333334,159000.0,153166.66666666666,163207.33333333334,155333.33333333334,155333.33333333334,159000.0,153166.66666666666,1.0,0.0,0.0,0.0
2020-02-17,155000.0,155500.0,159000.0,153000.0,151171.0,155000.0,155500.0,159000.0,153000.0,1.0,0.0,14.0,0.0
2020-02-18,154000.0,148500.0,154000.0,148000.0,365652.0,154000.0,148500.0,154000.0,148000.0,9.0,0.0,0.0,0.0
2020-02-19,149000.0,149500.0,150500.0,145500.0,220579.0,149000.0,149500.0,150500.0,145500.0,7.0,0.0,1.0,0.0
2020-02-20,151000.0,147000.0,151500.0,146500.0,212373.0,151000.0,147000.0,151500.0,146500.0,58.0,1.0,7.0,0.0
2020-02-21,144000.0,149000.0,149500.0,143500.0,143556.0,144000.0,149000.0,149500.0,143500.0,100.0,0.0,5.0,0.0
2020-02-22,144333.33333333334,147333.33333333334,149000.0,143500.0,150539.0,144333.33333333334,147333.33333333334,149000.0,143500.0,229.0,2.0,3.0,0.0
2020-02-23,144666.66666666666,145666.66666666666,148500.0,143500.0,157522.0,144666.66666666666,145666.66666666666,148500.0,143500.0,175.0,3.0,1.0,0.0
2020-02-24,145000.0,144000.0,148000.0,143500.0,164505.0,145000.0,144000.0,148000.0,143500.0,235.0,1.0,4.0,0.0
2020-02-25,143000.0,146500.0,148000.0,142000.0,220457.0,143000.0,146500.0,148000.0,142000.0,134.0,3.0,6.0,0.0
2020-02-26,142500.0,145000.0,148500.0,140500.0,168676.0,142500.0,145000.0,148500.0,140500.0,284.0,2.0,8.0,0.0
2020-02-27,143500.0,143500.0,147500.0,142000.0,157807.0,143500.0,143500.0,147500.0,142000.0,505.0,1.0,7.0,0.0
2020-02-28,139500.0,130000.0,140500.0,128500.0,551339.0,139500.0,130000.0,140500.0,128500.0,571.0,0.0,6.0,0.0
2020-02-29,136500.0,132500.0,140500.0,128666.66666666667,487091.6666666667,136500.0,132500.0,140500.0,128666.66666666667,813.0,4.0,15.0,0.0
2020-03-01,133500.0,135000.0,140500.0,128833.33333333333,422844.3333333333,133500.0,135000.0,140500.0,128833.33333333333,586.0,1.0,10.0,0.0
2020-03-02,130500.0,137500.0,140500.0,129000.0,358597.0,130500.0,137500.0,140500.0,129000.0,476.0,4.0,4.0,0.0
2020-03-03,143500.0,136000.0,145000.0,136000.0,321236.0,143500.0,136000.0,145000.0,136000.0,600.0,6.0,7.0,0.0
2020-03-04,132500.0,136000.0,138500.0,132500.0,204531.0,132500.0,136000.0,138500.0,132500.0,516.0,4.0,1.0,0.0
2020-03-05,140000.0,140000.0,142500.0,138000.0,313252.0,140000.0,140000.0,142500.0,138000.0,438.0,3.0,4.0,0.0
2020-03-06,138000.0,136000.0,139000.0,135000.0,154251.0,138000.0,136000.0,139000.0,135000.0,518.0,9.0,2.0,0.0
2020-03-07,136000.0,132666.66666666666,136833.33333333334,131500.0,225817.6666666667,136000.0,132666.66666666666,136833.33333333334,131500.0,483.0,0.0,3.0,0.0
2020-03-08,134000.0,129333.33333333333,134666.66666666666,128000.0,297384.3333333334,134000.0,129333.33333333333,134666.66666666666,128000.0,367.0,6.0,12.0,0.0
2020-03-09,132000.0,126000.0,132500.0,124500.0,368951.0,132000.0,126000.0,132500.0,124500.0,248.0,1.0,10.0,0.0
2020-03-10,123500.0,127500.0,128500.0,122500.0,489480.0,123500.0,127500.0,128500.0,122500.0,131.0,3.0,11.0,0.0
2020-03-11,127000.0,120500.0,127000.0,120000.0,314863.0,127000.0,120500.0,127000.0,120000.0,242.0,6.0,52.0,0.0
2020-03-12,117000.0,113000.0,120000.0,111500.0,468120.0,117000.0,113000.0,120000.0,111500.0,114.0,6.0,19.0,0.0
2020-03-13,105000.0,105500.0,109500.0,100500.0,783139.0,105000.0,105500.0,109500.0,100500.0,110.0,1.0,13.0,0.0
2020-03-14,105500.0,102500.0,108666.66666666667,99166.66666666667,704336.6666666666,105500.0,102500.0,108666.66666666667,99166.66666666667,107.0,5.0,13.0,0.0
2020-03-15,106000.0,99500.0,107833.33333333333,97833.33333333333,625534.3333333334,106000.0,99500.0,107833.33333333333,97833.33333333333,76.0,3.0,9.0,0.0
2020-03-16,106500.0,96500.0,107000.0,96500.0,546732.0,106500.0,96500.0,107000.0,96500.0,74.0,0.0,6.0,0.0
2020-03-17,92000.0,93700.0,98500.0,90600.0,469854.0,92000.0,93700.0,98500.0,90600.0,84.0,6.0,12.0,0.0
2020-03-18,94700.0,83200.0,95300.0,83200.0,579437.0,94700.0,83200.0,95300.0,83200.0,93.0,3.0,5.0,0.0
2020-03-19,86100.0,76300.0,89400.0,75700.0,485245.0,86100.0,76300.0,89400.0,75700.0,152.0,7.0,12.0,0.0
2020-03-20,80600.0,99100.0,99100.0,78600.0,847968.0,80600.0,99100.0,99100.0,78600.0,87.0,3.0,17.0,0.0
2020-03-21,84566.66666666667,96500.0,98400.0,81133.33333333333,784260.6666666666,84566.66666666667,96500.0,98400.0,81133.33333333333,147.0,8.0,15.0,0.0
2020-03-22,88533.33333333333,93900.0,97700.0,83666.66666666667,720553.3333333334,88533.33333333333,93900.0,97700.0,83666.66666666667,98.0,2.0,10.0,0.0
2020-03-23,92500.0,91300.0,97000.0,86200.0,656846.0,92500.0,91300.0,97000.0,86200.0,64.0,7.0,6.0,0.0
2020-03-24,95800.0,107500.0,114500.0,94600.0,1404434.0,95800.0,107500.0,114500.0,94600.0,76.0,9.0,4.0,0.0
2020-03-25,115000.0,113500.0,126000.0,111000.0,1082656.0,115000.0,113500.0,126000.0,111000.0,100.0,6.0,13.0,0.0
2020-03-26,113500.0,107500.0,115000.0,107500.0,614784.0,113500.0,107500.0,115000.0,107500.0,104.0,5.0,13.0,0.0
2020-03-27,114000.0,108500.0,116000.0,103000.0,656381.0,114000.0,108500.0,116000.0,103000.0,91.0,8.0,12.0,0.0
2020-03-28,110833.33333333333,110333.33333333333,116000.0,103333.33333333333,582047.6666666666,110833.33333333333,110333.33333333333,116000.0,103333.33333333333,146.0,5.0,18.0,0.0
2020-03-29,107666.66666666667,112166.66666666667,116000.0,103666.66666666667,507714.3333333334,107666.66666666667,112166.66666666667,116000.0,103666.66666666667,105.0,8.0,20.0,0.0
2020-03-30,104500.0,114000.0,116000.0,104000.0,433381.0,104500.0,114000.0,116000.0,104000.0,78.0,6.0,16.0,0.0
2020-03-31,117500.0,114000.0,117500.0,111000.0,403951.0,117500.0,114000.0,117500.0,111000.0,125.0,4.0,24.0,0.0
2020-04-01,114000.0,108500.0,117500.0,108500.0,421645.0,114000.0,108500.0,117500.0,108500.0,101.0,3.0,24.0,0.0
2020-04-02,111000.0,113000.0,114500.0,107000.0,371857.0,111000.0,113000.0,114500.0,107000.0,89.0,4.0,14.0,0.0
2020-04-03,115000.0,110000.0,115000.0,109500.0,270855.0,115000.0,110000.0,115000.0,109500.0,86.0,5.0,18.0,0.0
2020-04-04,114000.0,114000.0,117500.0,110166.66666666667,372331.6666666667,114000.0,114000.0,117500.0,110166.66666666667,94.0,3.0,22.0,0.0
2020-04-05,113000.0,118000.0,120000.0,110833.33333333333,473808.3333333334,113000.0,118000.0,120000.0,110833.33333333333,81.0,6.0,24.0,0.0
2020-04-06,112000.0,122000.0,122500.0,111500.0,575285.0,112000.0,122000.0,122500.0,111500.0,47.0,3.0,11.0,0.0
2020-04-07,126000.0,128500.0,130000.0,123000.0,573155.0,126000.0,128500.0,130000.0,123000.0,47.0,6.0,4.0,0.0
2020-04-08,129000.0,126500.0,131500.0,126500.0,330346.0,129000.0,126500.0,131500.0,126500.0,53.0,8.0,11.0,2.0
2020-04-09,129000.0,125000.0,130000.0,123000.0,343195.0,129000.0,125000.0,130000.0,123000.0,39.0,4.0,12.0,0.0
2020-04-10,124000.0,124000.0,124000.0,119000.0,335378.0,124000.0,124000.0,124000.0,119000.0,27.0,4.0,5.0,0.0
2020-04-11,123666.66666666667,121833.33333333333,123666.66666666667,118500.0,315708.0,123666.66666666667,121833.33333333333,123666.66666666667,118500.0,30.0,3.0,4.0,0.0
2020-04-12,123333.33333333333,119666.66666666667,123333.33333333333,118000.0,296038.0,123333.33333333333,119666.66666666667,123333.33333333333,118000.0,32.0,3.0,3.0,0.0
2020-04-13,123000.0,117500.0,123000.0,117500.0,276368.0,123000.0,117500.0,123000.0,117500.0,25.0,3.0,8.0,0.0
2020-04-14,120500.0,123000.0,123500.0,120000.0,253263.0,120500.0,123000.0,123500.0,120000.0,27.0,5.0,2.0,0.0
2020-04-15,120750.0,124500.0,124750.0,120250.0,250748.0,120750.0,124500.0,124750.0,120250.0,27.0,3.0,5.0,0.0
2020-04-16,121000.0,126000.0,126000.0,120500.0,248233.0,121000.0,126000.0,126000.0,120500.0,22.0,4.0,2.0,0.0
2020-04-17,129000.0,132500.0,133500.0,128500.0,526932.0,129000.0,132500.0,133500.0,128500.0,22.0,1.0,2.0,0.0
2020-04-18,129166.66666666667,131666.66666666666,133000.0,128500.0,442979.3333333333,129166.66666666667,131666.66666666666,133000.0,128500.0,18.0,2.0,1.0,0.0
2020-04-19,129333.33333333333,130833.33333333333,132500.0,128500.0,359026.6666666666,129333.33333333333,130833.33333333333,132500.0,128500.0,8.0,2.0,2.0,0.0
2020-04-20,129500.0,130000.0,132000.0,128500.0,275074.0,129500.0,130000.0,132000.0,128500.0,13.0,2.0,0.0,0.0
2020-04-21,130000.0,128000.0,131000.0,125500.0,255235.0,130000.0,128000.0,131000.0,125500.0,9.0,1.0,2.0,0.0
2020-04-22,126500.0,129500.0,129500.0,123500.0,252396.0,126500.0,129500.0,129500.0,123500.0,11.0,1.0,2.0,0.0
2020-04-23,130000.0,128500.0,131500.0,128500.0,192230.0,130000.0,128500.0,131500.0,128500.0,8.0,2.0,0.0,0.0
2020-04-24,128500.0,126000.0,130500.0,126000.0,151619.0,128500.0,126000.0,130500.0,126000.0,6.0,0.0,0.0,0.0
2020-04-25,128166.66666666667,129333.33333333333,132833.33333333334,126333.33333333333,255172.6666666667,128166.66666666667,129333.33333333333,132833.33333333334,126333.33333333333,10.0,0.0,1.0,0.0
2020-04-26,127833.33333333333,132666.66666666666,135166.66666666666,126666.66666666667,358726.3333333334,127833.33333333333,132666.66666666666,135166.66666666666,126666.66666666667,10.0,2.0,0.0,0.0
2020-04-27,127500.0,136000.0,137500.0,127000.0,462280.0,127500.0,136000.0,137500.0,127000.0,10.0,1.0,0.0,0.0
2020-04-28,136500.0,136500.0,138500.0,134500.0,309713.0,136500.0,136500.0,138500.0,134500.0,14.0,1.0,4.0,0.0
2020-04-29,136500.0,132000.0,136500.0,131500.0,382840.0,136500.0,132000.0,136500.0,131500.0,9.0,2.0,0.0,0.0
2020-04-30,134800.0,131900.0,135800.0,130600.0,348612.2,134800.0,131900.0,135800.0,130600.0,4.0,1.0,0.0,0.0
2020-05-01,133100.0,131800.0,135100.0,129700.0,314384.4,133100.0,131800.0,135100.0,129700.0,9.0,1.0,1.0,0.0
2020-05-02,131400.0,131700.0,134400.0,128800.0,280156.6,131400.0,131700.0,134400.0,128800.0,6.0,2.0,1.0,0.0
2020-05-03,129700.0,131600.0,133700.0,127900.0,245928.8,129700.0,131600.0,133700.0,127900.0,13.0,0.0,2.0,0.0
2020-05-04,128000.0,131500.0,133000.0,127000.0,211701.0,128000.0,131500.0,133000.0,127000.0,8.0,2.0,0.0,0.0
2020-05-05,130500.0,131500.0,133000.0,128250.0,218993.5,130500.0,131500.0,133000.0,128250.0,3.0,2.0,0.0,0.0
2020-05-06,133000.0,131500.0,133000.0,129500.0,226286.0,133000.0,131500.0,133000.0,129500.0,2.0,1.0,0.0,0.0
2020-05-07,130500.0,132500.0,133500.0,130000.0,174195.0,130500.0,132500.0,133500.0,130000.0,4.0,1.0,0.0,0.0
2020-05-08,134500.0,137500.0,140500.0,133500.0,463718.0,134500.0,137500.0,140500.0,133500.0,12.0,0.0,0.0,0.0
2020-05-09,136000.0,137000.0,140166.66666666666,134333.33333333334,376461.0,136000.0,137000.0,140166.66666666666,134333.33333333334,18.0,0.0,12.0,0.0
2020-05-10,137500.0,136500.0,139833.33333333334,135166.66666666666,289204.0,137500.0,136500.0,139833.33333333334,135166.66666666666,34.0,0.0,14.0,0.0
2020-05-11,139000.0,136000.0,139500.0,136000.0,201947.0,139000.0,136000.0,139500.0,136000.0,35.0,0.0,20.0,0.0
2020-05-12,136500.0,142000.0,144000.0,136000.0,379410.0,136500.0,142000.0,144000.0,136000.0,27.0,2.0,12.0,0.0
2020-05-13,139500.0,146000.0,146000.0,139000.0,246446.0,139500.0,146000.0,146000.0,139000.0,26.0,1.0,12.0,1.0
2020-05-14,145000.0,143000.0,149000.0,143000.0,369874.0,145000.0,143000.0,149000.0,143000.0,29.0,1.0,4.0,1.0
2020-05-15,145500.0,146000.0,147500.0,142000.0,175754.0,145500.0,146000.0,147500.0,142000.0,27.0,0.0,14.0,0.0
2020-05-16,145333.33333333334,143500.0,146666.66666666666,140166.66666666666,265237.0,145333.33333333334,143500.0,146666.66666666666,140166.66666666666,19.0,2.0,5.0,0.0
2020-05-17,145166.66666666666,141000.0,145833.33333333334,138333.33333333334,354720.0,145166.66666666666,141000.0,145833.33333333334,138333.33333333334,13.0,0.0,5.0,0.0
2020-05-18,145000.0,138500.0,145000.0,136500.0,444203.0,145000.0,138500.0,145000.0,136500.0,15.0,1.0,1.0,0.0
2020-05-19,142000.0,139500.0,142500.0,138000.0,227252.0,142000.0,139500.0,142500.0,138000.0,13.0,0.0,6.0,0.0
2020-05-20,139500.0,142000.0,143500.0,139000.0,215537.0,139500.0,142000.0,143500.0,139000.0,32.0,0.0,10.0,0.0
2020-05-21,143500.0,141000.0,143500.0,139000.0,191571.0,143500.0,141000.0,143500.0,139000.0,12.0,1.0,4.0,0.0
2020-05-22,141000.0,137500.0,141000.0,136500.0,187242.0,141000.0,137500.0,141000.0,136500.0,20.0,0.0,2.0,0.0
2020-05-23,140166.66666666666,137500.0,140333.33333333334,135833.33333333334,165665.33333333334,140166.66666666666,137500.0,140333.33333333334,135833.33333333334,23.0,2.0,4.0,0.0
2020-05-24,139333.33333333334,137500.0,139666.66666666666,135166.66666666666,144088.66666666666,139333.33333333334,137500.0,139666.66666666666,135166.66666666666,25.0,0.0,6.0,0.0
2020-05-25,138500.0,137500.0,139000.0,134500.0,122512.0,138500.0,137500.0,139000.0,134500.0,16.0,1.0,6.0,0.0
2020-05-26,138000.0,142000.0,142000.0,138000.0,232040.0,138000.0,142000.0,142000.0,138000.0,19.0,2.0,9.0,0.0
2020-05-27,141500.0,140500.0,143000.0,139500.0,199150.0,141500.0,140500.0,143000.0,139500.0,40.0,0.0,19.0,0.0
2020-05-28,141000.0,144000.0,148500.0,140500.0,465668.0,141000.0,144000.0,148500.0,140500.0,79.0,0.0,24.0,0.0
2020-05-29,145000.0,147500.0,148000.0,143000.0,342629.0,145000.0,147500.0,148000.0,143000.0,58.0,0.0,20.0,0.0
2020-05-30,145833.33333333334,149333.33333333334,150000.0,144000.0,334790.0,145833.33333333334,149333.33333333334,150000.0,144000.0,39.0,0.0,9.0,0.0
2020-05-31,146666.66666666666,151166.66666666666,152000.0,145000.0,326951.0,146666.66666666666,151166.66666666666,152000.0,145000.0,27.0,1.0,6.0,0.0
2020-06-01,147500.0,153000.0,154000.0,146000.0,319112.0,147500.0,153000.0,154000.0,146000.0,35.0,1.0,1.0,0.0
2020-06-02,152000.0,154000.0,158000.0,150500.0,279540.0,152000.0,154000.0,158000.0,150500.0,38.0,1.0,14.0,0.0
2020-06-03,157000.0,152000.0,157000.0,152000.0,208400.0,157000.0,152000.0,157000.0,152000.0,49.0,1.0,19.0,0.0
2020-06-04,153500.0,153000.0,156000.0,151000.0,186188.0,153500.0,153000.0,156000.0,151000.0,39.0,0.0,14.0,0.0
2020-06-05,153000.0,153500.0,155500.0,151000.0,173240.0,153000.0,153500.0,155500.0,151000.0,39.0,0.0,15.0,0.0
2020-06-06,154000.0,155500.0,157000.0,152000.0,193193.0,154000.0,155500.0,157000.0,152000.0,51.0,0.0,23.0,0.0
2020-06-07,155000.0,157500.0,158500.0,153000.0,213146.0,155000.0,157500.0,158500.0,153000.0,57.0,0.0,27.0,0.0
2020-06-08,156000.0,159500.0,160000.0,154000.0,233099.0,156000.0,159500.0,160000.0,154000.0,38.0,0.0,22.0,0.0
2020-06-09,160500.0,157500.0,161500.0,155500.0,145510.0,160500.0,157500.0,161500.0,155500.0,38.0,1.0,19.0,0.0
2020-06-10,159500.0,164500.0,166000.0,159000.0,339108.0,159500.0,164500.0,166000.0,159000.0,50.0,2.0,12.0,0.0
2020-06-11,165500.0,167000.0,172000.0,164000.0,460347.0,165500.0,167000.0,172000.0,164000.0,45.0,0.0,21.0,0.0
2020-06-12,159500.0,173000.0,173000.0,158500.0,335866.0,159500.0,173000.0,173000.0,158500.0,56.0,1.0,25.0,0.0
2020-06-13,163333.33333333334,168666.66666666666,172833.33333333334,158666.66666666666,314636.0,163333.33333333334,168666.66666666666,172833.33333333334,158666.66666666666,48.0,0.0,28.0,0.0
2020-06-14,167166.66666666666,164333.33333333334,172666.66666666666,158833.33333333334,293406.0,167166.66666666666,164333.33333333334,172666.66666666666,158833.33333333334,33.0,0.0,12.0,0.0
2020-06-15,171000.0,160000.0,172500.0,159000.0,272176.0,171000.0,160000.0,172500.0,159000.0,37.0,0.0,7.0,0.0
2020-06-16,166000.0,169500.0,169500.0,163000.0,217329.0,166000.0,169500.0,169500.0,163000.0,34.0,1.0,12.0,0.0
2020-06-17,172500.0,169500.0,174500.0,164000.0,245439.0,172500.0,169500.0,174500.0,164000.0,43.0,1.0,13.0,1.0
2020-06-18,167500.0,167000.0,169500.0,165500.0,102190.0,167500.0,167000.0,169500.0,165500.0,59.0,1.0,25.0,1.0
2020-06-19,169000.0,166500.0,169000.0,162000.0,172178.0,169000.0,166500.0,169000.0,162000.0,49.0,0.0,18.0,0.0
2020-06-20,167166.66666666666,164666.66666666666,167833.33333333334,161666.66666666666,178835.33333333334,167166.66666666666,164666.66666666666,167833.33333333334,161666.66666666666,67.0,0.0,14.0,0.0
2020-06-21,165333.33333333334,162833.33333333334,166666.66666666666,161333.33333333334,185492.66666666666,165333.33333333334,162833.33333333334,166666.66666666666,161333.33333333334,48.0,0.0,17.0,0.0
2020-06-22,163500.0,161000.0,165500.0,161000.0,192150.0,163500.0,161000.0,165500.0,161000.0,17.0,0.0,5.0,0.0
2020-06-23,164500.0,164000.0,170000.0,162500.0,281113.0,164500.0,164000.0,170000.0,162500.0,46.0,1.0,6.0,0.0
2020-06-24,166000.0,168000.0,169500.0,163000.0,214867.0,166000.0,168000.0,169500.0,163000.0,51.0,0.0,11.0,0.0
2020-06-25,165000.0,162500.0,166500.0,162000.0,152419.0,165000.0,162500.0,166500.0,162000.0,28.0,1.0,9.0,1.0
2020-06-26,165500.0,171500.0,171500.0,162500.0,296752.0,165500.0,171500.0,171500.0,162500.0,39.0,0.0,17.0,0.0
2020-06-27,166500.0,171500.0,172000.0,163833.33333333334,262837.0,166500.0,171500.0,172000.0,163833.33333333334,51.0,0.0,17.0,0.0
2020-06-28,167500.0,171500.0,172500.0,165166.66666666666,228922.0,167500.0,171500.0,172500.0,165166.66666666666,62.0,0.0,14.0,0.0
2020-06-29,168500.0,171500.0,173000.0,166500.0,195007.0,168500.0,171500.0,173000.0,166500.0,42.0,0.0,7.0,0.0
2020-06-30,174500.0,174500.0,179000.0,173500.0,333467.0,174500.0,174500.0,179000.0,173500.0,42.0,0.0,7.0,0.0
