date,close,up/down,pastday,open,high,low,volume
2019-03-25,72900,0,3200,73700,74200,72600,3752230
2019-03-22,76100,1,200,78900,78900,75900,5286455
2019-03-21,75900,1,5400,73500,76000,72600,10030131
2019-03-20,70500,1,2500,68400,70600,67600,3642962
2019-03-19,68000,1,200,67300,68000,66600,2285169
2019-03-18,67800,0,300,69200,69300,67300,2158588
2019-03-15,68100,1,800,67400,68700,66700,3645592
2019-03-14,67300,1,500,67400,67400,66400,3107100
2019-03-13,66800,0,900,67700,67800,65900,2851596
2019-03-12,67700,1,1100,67700,68600,67500,2753535
2019-03-11,66600,0,100,67000,67800,66200,2869008
2019-03-08,66700,0,1400,67900,68200,66200,3571792
2019-03-07,68100,2,0,67200,68900,67100,3402570
2019-03-06,68100,0,1600,68500,69600,67400,4958303
2019-03-05,69700,0,400,68300,70000,68300,3465521
2019-03-04,70100,1,100,70300,71400,69900,4931703
2019-02-28,70000,0,3700,72500,72600,69900,7869451
2019-02-27,73700,0,1500,75300,75700,73700,2864044
2019-02-26,75200,0,200,75000,75900,74100,2483512
2019-02-25,75400,0,1300,77300,77600,74800,2865712
2019-02-22,76700,2,0,75600,76700,75300,1882653
2019-02-21,76700,1,1000,75300,77200,74600,2874589
2019-02-20,75700,1,2000,73700,76000,73600,3134257
2019-02-19,73700,0,1000,74500,74800,73000,1462071
2019-02-18,74700,1,900,74300,75300,74000,1772434
2019-02-15,73800,0,3600,76800,76900,73800,4154616
2019-02-14,77400,1,1200,75800,77400,75100,2313376
2019-02-13,76200,1,300,77300,77600,76100,2378193
2019-02-12,75900,1,1800,74100,76400,73900,3526701
2019-02-11,74100,1,600,73000,74100,72200,3374192
2019-02-08,73500,0,3200,75200,75500,73000,4012485
2019-02-07,76700,1,800,77500,78200,76600,4249110
2019-02-01,75900,1,2000,75400,76400,74700,3349965
2019-01-31,73900,0,2000,76900,77100,73700,4447535
2019-01-30,75900,1,2500,73500,76300,73000,5304841
2019-01-29,73400,1,1600,71400,73800,71000,3368642
2019-01-28,71800,0,2800,74700,74900,71200,4972189
2019-01-25,74600,1,4100,71600,74800,71100,7163871
2019-01-24,70500,1,3700,66900,70500,66900,6914092
2019-01-23,66800,1,200,65500,67200,64800,2825017
2019-01-22,66600,0,400,67900,68000,65700,4047917
2019-01-21,67000,1,2400,65900,67400,65000,3977425
2019-01-18,64600,0,300,65000,65700,63900,2263599
2019-01-17,64900,1,100,65500,66200,64600,2830122
2019-01-16,64800,1,800,63800,64900,62700,2478497
2019-01-15,64000,1,1900,62200,64000,62200,2413868
2019-01-14,62100,0,3000,64300,65100,62000,3282892
2019-01-11,65100,0,200,65400,65900,64200,2890639
2019-01-10,65300,1,1700,64100,65600,64000,6034432
2019-01-09,63600,1,4400,59600,63800,59400,4928656
2019-01-08,59200,1,500,57900,60500,57600,3062192
2019-01-07,58700,1,400,59000,59700,58400,2273750
2019-01-04,58300,1,600,57500,58500,56700,3388087
2019-01-03,57700,0,2900,60200,60300,57500,3337621
2019-01-02,60600,1,100,61300,61400,60000,1934295
2018-12-28,60500,0,1100,61700,62300,60500,1647462
2018-12-27,61600,1,1500,61600,61900,60600,3047798
2018-12-26,60100,0,300,59400,60800,59300,2455060
2018-12-24,60400,1,400,59600,60700,59200,2101703
2018-12-21,60000,1,1400,58200,60500,58200,3946994
2018-12-20,58600,0,1700,59300,59400,58100,4889709
2018-12-19,60300,0,800,60800,61000,59700,3561783
2018-12-18,61100,0,1100,61000,61900,60800,3098206
2018-12-17,62200,1,400,61600,62500,61000,2506287
2018-12-14,61800,0,3700,65200,65300,61200,5617675
2018-12-13,65500,0,700,66300,66400,64800,4062323
2018-12-12,66200,1,1300,65000,66200,64900,2901875
2018-12-11,64900,0,600,66000,66600,64800,2457332
2018-12-10,65500,0,1300,65900,65900,64700,2206084
2018-12-07,66800,1,800,66700,67400,66600,2590733
2018-12-06,66000,0,2200,67800,68200,65700,3902275
2018-12-05,68200,0,800,67200,68800,67200,3008950
2018-12-04,69000,0,1500,69900,70400,68400,3222060
2018-12-03,70500,1,900,71000,71100,69800,2760290
2018-11-30,69600,0,1900,71500,71600,68800,4167055
2018-11-29,71500,0,400,73700,73700,71200,3270078
2018-11-28,71900,1,1100,71000,72000,70700,2441991
2018-11-27,70800,0,100,71100,71200,69700,2293763
2018-11-26,70900,1,1600,69200,71300,69000,2361766
2018-11-23,69300,2,0,69500,69700,68400,1499166
2018-11-22,69300,1,1200,68100,69700,68000,1966126
2018-11-21,68100,1,600,66900,68300,66100,3100596
2018-11-20,67500,0,2300,67000,68200,67000,3325563
2018-11-19,69800,0,300,69600,70500,68900,2303677
2018-11-16,70100,0,1700,72600,72900,70000,2894513
2018-11-15,71800,1,1400,70800,71800,70400,1564647
2018-11-14,70400,0,1500,71400,72100,70200,2783377
2018-11-13,71900,0,2600,72300,72500,69900,4730929
2018-11-12,74500,1,1600,72200,74500,71800,3328433
2018-11-09,72900,2,0,72400,73600,71900,3414946
2018-11-08,72900,1,2100,72900,73300,72600,3930969
2018-11-07,70800,1,700,70400,72300,70100,3770119
2018-11-06,70100,0,400,70500,70600,69100,2624868
2018-11-05,70500,0,2100,72000,72100,70100,3389386
2018-11-02,72600,1,4300,70600,72800,69100,5334082
2018-11-01,68300,1,100,68900,69600,67800,3218076
2018-10-31,68200,2,0,69300,70400,67600,5038931
2018-10-30,68200,1,1400,66000,70900,65900,6101533
2018-10-29,66800,0,200,66600,67800,64800,4252977
2018-10-26,67000,1,2300,65100,67100,62900,6211406
2018-10-25,64700,0,2000,64700,66000,63200,5859332
2018-10-24,66700,0,2400,69400,69600,65800,5703361
2018-10-23,69100,0,900,69600,70000,68600,3175869
2018-10-22,70000,0,800,69600,70900,69600,2377240
2018-10-19,70800,1,2100,68100,70900,67800,2688930
2018-10-18,68700,0,1700,69600,69900,68700,2849229
2018-10-17,70400,1,700,71400,71700,70300,2653053
2018-10-16,69700,0,600,70300,71000,69600,2211661
2018-10-15,70300,0,2100,71600,71700,69900,3727297
2018-10-12,72400,1,3400,69200,73200,69200,4882184
2018-10-11,69000,0,1300,67600,70200,67500,4936490
2018-10-10,70300,0,900,70300,71100,69800,4161114
2018-10-08,71200,1,900,69500,71800,69400,2856291
2018-10-05,70300,1,300,69700,71100,69400,5508014
2018-10-04,70000,0,1700,71700,72200,69800,5778810
2018-10-02,71700,0,2000,73600,74000,71600,4089558
2018-10-01,73700,1,600,74300,74600,73200,2970456
2018-09-28,73100,0,1900,75300,75900,73100,5824873
2018-09-27,75000,0,1700,75900,75900,74700,5841083
2018-09-21,76700,0,2400,77100,77500,76300,5678068
2018-09-20,79100,1,300,78600,79900,78000,3392490
