date,close,up/down,pastday,open,high,low,volume
2019-08-28,286500,1,10500,275500,288000,274500,214503
2019-08-27,276000,1,4500,274500,278000,271500,109416
2019-08-26,271500,0,12000,278500,281000,270000,92053
2019-08-23,283500,1,2000,278000,286000,278000,100826
2019-08-22,281500,0,2000,285000,285500,280000,58299
2019-08-21,283500,2,0,283500,288000,282000,53211
2019-08-20,283500,2,0,284500,286500,278000,74786
2019-08-19,283500,0,4000,290000,291500,282000,65206
2019-08-16,287500,0,2500,286000,291500,285000,98986
2019-08-14,290000,1,4500,291000,295500,287000,118802
2019-08-13,285500,0,3500,285000,300000,284000,283510
2019-08-12,289000,1,19500,271500,293000,271500,240244
2019-08-09,269500,1,20000,251500,274500,251500,251336
2019-08-08,249500,2,0,253000,253000,245500,169676
2019-08-07,249500,0,3500,254500,260000,249000,146006
2019-08-06,253000,0,5500,250500,264000,241500,230102
2019-08-05,258500,0,20000,274000,276000,258000,246067
2019-08-02,278500,1,500,274000,280000,270500,92854
2019-08-01,278000,0,2000,279500,281500,277000,53326
2019-07-31,280000,1,3500,278500,280000,270000,106281
2019-07-30,276500,1,3500,272500,282000,272500,82781
2019-07-29,273000,0,2500,273000,278000,271000,83126
2019-07-26,275500,1,5000,267000,277000,266000,160441
2019-07-25,270500,0,10500,280000,280500,270000,180744
2019-07-24,281000,0,8000,288500,288500,281000,211444
2019-07-23,289000,0,1000,290000,292000,288500,63639
2019-07-22,290000,1,2500,298000,298500,288500,128790
2019-07-19,287500,1,1500,285500,288500,284500,137026
2019-07-18,286000,0,1000,286500,289500,284500,80334
2019-07-17,287000,0,8500,292500,293000,284500,175437
2019-07-16,295500,0,1000,295000,299000,294000,60444
2019-07-15,296500,0,5000,301000,302000,296500,52848
2019-07-12,301500,2,0,301000,301500,297000,50505
2019-07-11,301500,1,2000,299000,303000,298000,68309
2019-07-10,299500,0,4000,304000,304000,296000,113111
2019-07-09,303500,0,13000,317500,319500,301500,98425
2019-07-08,316500,1,2500,314000,320000,309500,68603
2019-07-05,314000,1,500,312500,315500,312000,34181
2019-07-04,313500,0,4500,318500,320000,310000,62425
2019-07-03,318000,0,6000,324000,327500,316500,66322
2019-07-02,324000,1,3000,320500,325000,318500,46162
2019-07-01,321000,1,1000,320500,323000,319000,39226
2019-06-28,320000,1,5000,317000,322000,315500,59243
2019-06-27,315000,1,1500,313500,319000,312000,56497
2019-06-26,313500,1,500,312500,318000,312500,40736
2019-06-25,313000,0,8500,320000,323000,312000,65946
2019-06-24,321500,1,4500,314500,322000,314500,61532
2019-06-21,317000,2,0,317500,318000,314500,57447
2019-06-20,317000,1,2000,315500,317500,315000,46507
2019-06-19,315000,1,1000,316000,318000,313000,51459
2019-06-18,314000,1,5000,309500,316000,309500,68834
2019-06-17,309000,0,4000,311500,314000,308000,36986
2019-06-14,313000,0,3500,316500,316500,312000,67881
2019-06-13,316500,1,8500,307500,318500,307500,105589
2019-06-12,308000,1,1000,307000,309500,305000,44306
2019-06-11,307000,1,1500,306000,309500,305500,40189
2019-06-10,305500,2,0,311000,311500,304500,46051
2019-06-07,305500,0,6500,312500,312500,303500,70091
2019-06-05,312000,0,2500,315000,315000,308500,87801
2019-06-04,314500,1,14000,305000,316000,304500,147236
2019-06-03,300500,1,500,300000,302000,293000,55539
2019-05-31,300000,1,16500,284000,300000,281500,145193
2019-05-30,283500,0,6000,289500,291500,281000,119920
2019-05-29,289500,0,4500,296000,297500,288500,81952
2019-05-28,294000,1,3000,290000,296500,289000,131740
2019-05-27,291000,0,4000,298000,298500,285500,95676
2019-05-24,295000,0,4000,296000,298500,292000,100552
2019-05-23,299000,0,5000,300000,305500,296000,114405
2019-05-22,304000,1,10000,295500,307000,295500,103565
2019-05-21,294000,1,500,293000,299000,292500,68551
2019-05-20,293500,0,10000,305000,306500,293500,100744
2019-05-17,303500,1,4000,301500,310000,301500,66733
2019-05-16,299500,0,10500,306500,308500,299000,99281
2019-05-15,310000,1,3500,309500,318500,305000,157153
2019-05-14,306500,1,21500,289000,324500,289000,408431
2019-05-13,285000,0,13000,293000,294000,281000,180720
2019-05-10,298000,0,1500,298500,304000,296500,141735
2019-05-09,299500,1,1500,296000,307500,294000,238201
2019-05-08,298000,0,25000,306500,310000,297000,539282
2019-05-07,323000,0,11000,323500,330000,321000,143565
2019-05-03,334000,0,3000,338500,341000,333500,69006
2019-05-02,337000,0,3000,339000,343000,336000,94062
2019-04-30,340000,0,7500,341000,345500,339000,108677
2019-04-29,347500,1,2000,343500,347500,338500,103369
2019-04-26,345500,1,7000,333000,349500,328500,204217
2019-04-25,338500,0,23500,350000,357000,336000,322619
2019-04-24,362000,0,8500,371000,376000,361000,83497
2019-04-23,370500,0,5500,376000,377500,368500,84810
2019-04-22,376000,1,5500,372000,379500,371500,91267
2019-04-19,370500,1,10500,362000,373500,359000,112495
2019-04-18,360000,0,9000,367000,367500,359000,120823
2019-04-17,369000,1,2500,367000,371000,366500,71806
2019-04-16,366500,0,1000,367500,369000,365000,112094
2019-04-15,367500,1,2000,364500,369500,362500,84806
2019-04-12,365500,1,500,364000,368000,363000,67595
2019-04-11,365000,1,1500,364000,365000,360000,94887
2019-04-10,363500,1,7000,357500,365000,356500,149044
2019-04-09,356500,1,11000,347000,357000,347000,125301
2019-04-08,345500,1,1500,344500,346500,340500,60231
2019-04-05,344000,0,1500,345000,350500,341500,66642
2019-04-04,345500,0,5500,351000,352000,345000,74129
2019-04-03,351000,1,2000,349000,355000,342000,134325
2019-04-02,349000,1,21500,329500,350500,329000,239085
2019-04-01,327500,1,8000,318500,328500,317000,98333
2019-03-29,319500,0,500,320000,324500,317000,143041
2019-03-28,320000,0,4500,320500,322000,313000,183920
2019-03-27,324500,0,11500,336000,339000,323000,162924
2019-03-26,336000,2,0,337000,339500,336000,70838
2019-03-25,336000,0,2500,336000,341000,335500,68634
2019-03-22,338500,0,10000,340500,341000,328000,301708
2019-03-21,348500,0,3000,347500,351500,345500,65591
2019-03-20,351500,1,1500,349500,353500,346000,57129
2019-03-19,350000,1,10500,340000,351500,340000,129097
2019-03-18,339500,0,1500,338000,345000,336000,144512
2019-03-15,341000,0,15000,346000,346500,336000,342069
2019-03-14,356000,0,11000,367500,367500,355500,202325
2019-03-13,367000,0,3000,368500,372000,366500,74907
2019-03-12,370000,1,2500,368000,372000,366500,75608
2019-03-11,367500,0,6000,370500,372000,365500,81574
2019-03-08,373500,0,1500,375000,378500,373000,50547
2019-03-07,375000,0,3000,379500,381000,374000,66872
2019-03-06,378000,0,4000,382500,382500,376000,73340
2019-03-05,382000,1,5500,377000,384500,377000,164920
2019-03-04,376500,1,500,377000,379500,376500,76117
2019-02-28,376000,1,4000,374500,376500,372000,185208
2019-02-27,372000,1,3000,368000,373500,368000,59741
2019-02-26,369000,0,1000,370500,374000,368500,110041
2019-02-25,370000,0,6500,376000,376000,368000,150174
2019-02-22,376500,0,4500,378500,380500,376000,100230
2019-02-21,381000,0,7000,388000,388000,380500,103512
2019-02-20,388000,1,3500,387000,388000,384500,120625
2019-02-19,384500,1,5500,380500,386500,378500,108858
2019-02-18,379000,0,1000,380500,380500,378000,65096
2019-02-15,380000,0,2000,380500,381000,378000,69393
2019-02-14,382000,1,2500,378000,382000,375000,109071
2019-02-13,379500,1,2500,379500,382000,377500,81128
2019-02-12,377000,0,1500,379500,381000,376500,76581
2019-02-11,378500,2,0,382000,385500,378500,103188
2019-02-08,378500,2,0,379000,382000,378000,111088
2019-02-07,378500,0,10000,388000,388000,377500,239502
2019-02-01,388500,0,10500,397500,400000,386000,264509
2019-01-31,399000,1,11000,392500,400000,392000,161333
2019-01-30,388000,0,4000,392500,392500,385000,181065
2019-01-29,392000,0,10000,399500,401000,388500,197800
2019-01-28,402000,0,1000,403000,408000,400000,121467
2019-01-25,403000,1,1500,399500,404000,399500,88302
2019-01-24,401500,1,2500,398000,402000,397500,84286
2019-01-23,399000,0,5000,405000,405500,396000,121838
2019-01-22,404000,1,7000,397500,407000,394000,185152
2019-01-21,397000,0,3000,405500,410000,396500,132261
2019-01-18,400000,1,14000,387500,400000,382500,133354
2019-01-17,386000,0,13000,399000,399500,384500,164344
2019-01-16,399000,0,5000,405000,406500,398000,111956
2019-01-15,404000,1,1000,401000,408000,401000,126973
2019-01-14,403000,1,7500,397000,407500,397000,186932
2019-01-11,395500,1,7500,390500,395500,388000,108726
2019-01-10,388000,1,1000,388500,391000,386500,87842
2019-01-09,387000,1,1000,388500,389500,381500,87731
2019-01-08,386000,0,2000,384000,389000,379500,94373
2019-01-07,388000,1,7000,386000,391000,384000,110373
2019-01-04,381000,1,4500,378000,385500,376500,118098
2019-01-03,376500,1,2500,379000,385000,374500,130752
2019-01-02,374000,0,12500,389500,392000,372000,148344
2018-12-28,386500,1,15500,377000,396000,377000,256133
2018-12-27,371000,1,11000,373000,376500,367500,197249
2018-12-26,360000,1,11500,342000,360500,341000,225228
2018-12-24,348500,0,1500,347500,358500,346500,129904
2018-12-21,350000,1,6000,343000,354500,335500,227707
2018-12-20,344000,0,24000,361500,364500,342500,368200
2018-12-19,368000,1,1500,366500,371500,356000,236568
2018-12-18,366500,0,6000,365000,380000,364500,285037
2018-12-17,372500,0,19000,388000,388500,364500,402873
2018-12-14,391500,0,18500,394000,401000,390000,467797
2018-12-13,410000,1,15500,399000,419000,397000,657261
2018-12-12,394500,1,500,394500,401500,381000,447567
2018-12-11,394000,1,59500,393000,420000,385000,1393121
2018-12-10,334500,2,0,0,0,0,0
2018-12-07,334500,2,0,0,0,0,0
2018-12-06,334500,2,0,0,0,0,0
2018-12-05,334500,2,0,0,0,0,0
2018-12-04,334500,2,0,0,0,0,0
2018-12-03,334500,2,0,0,0,0,0
2018-11-30,334500,2,0,0,0,0,0
2018-11-29,334500,2,0,0,0,0,0
2018-11-28,334500,2,0,0,0,0,0
2018-11-27,334500,2,0,0,0,0,0
2018-11-26,334500,2,0,0,0,0,0
2018-11-23,334500,2,0,0,0,0,0
2018-11-22,334500,2,0,0,0,0,0
2018-11-21,334500,2,0,0,0,0,0
2018-11-20,334500,2,0,0,0,0,0
2018-11-19,334500,2,0,0,0,0,0
2018-11-16,334500,2,0,0,0,0,0
2018-11-15,334500,2,0,0,0,0,0
2018-11-14,334500,1,21000,313500,364000,302000,1495609
2018-11-13,313500,1,28000,284000,328500,283000,1508590
2018-11-12,285500,0,82500,341000,343500,281000,1504675
2018-11-09,368000,0,16500,382000,382500,366500,295775
2018-11-08,384500,0,15500,385000,394000,382500,376497
2018-11-07,400000,0,1000,399500,405500,396000,142137
2018-11-06,401000,1,2000,411000,411500,395000,143866
2018-11-05,399000,0,2500,397000,407000,394000,169241
2018-11-02,401500,1,11500,387000,403000,380000,285468
2018-11-01,390000,1,2500,388000,400000,387500,222893
2018-10-31,387500,0,10500,402500,408500,377000,342898
2018-10-30,398000,1,35500,362500,400000,355500,411792
2018-10-29,362500,0,9500,372000,386000,362000,273924
2018-10-26,372000,0,19000,396000,397000,371000,300551
2018-10-25,391000,0,11500,388500,398000,373500,514662
2018-10-24,402500,0,15000,420000,423500,400000,267260
2018-10-23,417500,0,29500,440000,440000,411000,434396
2018-10-22,447000,0,6000,447500,449500,443500,87600
2018-10-19,453000,1,9000,439000,454500,432000,179546
2018-10-18,444000,0,6000,448000,458000,441000,146548
2018-10-17,450000,0,17500,471000,474000,431000,536134
2018-10-16,467500,1,2500,466500,473000,463000,76196
2018-10-15,465000,0,9500,474500,476500,463000,124410
2018-10-12,474500,1,7500,465500,478500,454500,256107
2018-10-11,467000,0,21000,465000,482500,456000,331580
2018-10-10,488000,0,21000,512000,513000,487000,234332
2018-10-08,509000,1,1000,506000,519000,499500,123755
2018-10-05,508000,0,18000,521000,530000,505000,180350
2018-10-04,526000,1,11000,519000,528000,515000,194504
2018-10-02,515000,0,23000,539000,541000,514000,192678
2018-10-01,538000,1,4000,536000,539000,517000,195675
2018-09-28,534000,0,12000,549000,550000,526000,220738
2018-09-27,546000,1,16000,531000,556000,527000,218604
2018-09-21,530000,1,2000,538000,539000,515000,222381
2018-09-20,528000,1,21000,509000,550000,508000,490554
2018-09-19,507000,2,0,512000,519000,502000,202243
2018-09-18,507000,1,21000,486000,510000,482000,347511
2018-09-17,486000,1,15000,474000,487000,473000,260767
2018-09-14,471000,1,2000,469500,474500,467500,104817
2018-09-13,469000,1,1500,473500,475000,463500,106593
2018-09-12,467500,1,1000,470000,474500,465500,133921
2018-09-11,466500,1,4000,463000,468000,460000,73668
2018-09-10,462500,1,4500,455000,464000,453500,81827
2018-09-07,458000,0,1000,459000,463000,454000,100510
2018-09-06,459000,0,4000,463500,466500,456000,101433
2018-09-05,463000,0,7000,472500,474500,461500,112395
2018-09-04,470000,0,2000,476500,477000,464000,170366
2018-09-03,472000,1,9000,468000,474000,465000,194472
2018-08-31,463000,1,16500,453000,469500,452500,320841
2018-08-30,446500,0,3500,452000,453000,445500,94923
2018-08-29,450000,1,500,451500,455500,449500,67409
2018-08-28,449500,0,5000,456500,458000,449000,100217
2018-08-27,454500,0,3500,461000,467000,453500,150867
2018-08-24,458000,1,7500,451500,459000,445000,136133
2018-08-23,450500,0,2500,452500,454500,444000,138913
2018-08-22,453000,0,1000,457000,458000,450500,110958
2018-08-21,454000,1,500,457500,460000,448500,158053
2018-08-20,453500,0,4500,463000,465000,453000,112030
2018-08-17,458000,1,18000,443500,465000,442000,233685
2018-08-16,440000,0,16000,446000,447500,432000,305998
2018-08-14,456000,1,10000,445500,458000,445000,157057
2018-08-13,446000,0,18000,467000,470000,446000,279505
2018-08-10,464000,1,4000,454500,468500,449500,248835
2018-08-09,460000,1,6000,457500,480000,453000,583753
2018-08-08,454000,1,30000,430000,457000,421000,623311
2018-08-07,424000,1,26000,412000,424500,406500,472153
2018-08-06,398000,1,6000,392500,398500,392500,112894
2018-08-03,392000,1,14000,397000,405500,385500,395651
2018-08-02,378000,0,5000,384000,389000,377000,102714
2018-08-01,383000,1,10000,374500,387500,373000,157712
2018-07-31,373000,1,2000,371500,375000,369500,118185
2018-07-30,371000,0,3500,371000,378000,365500,134985
2018-07-27,374500,2,0,374500,383500,368500,158370
2018-07-26,374500,0,14000,387000,391000,363000,448144
2018-07-25,388500,0,22000,411000,415000,388000,366589
2018-07-24,410500,0,4000,421000,424000,407000,136888
2018-07-23,414500,0,10000,429000,429000,413000,184685
2018-07-20,424500,1,1000,426500,429500,420500,109366
2018-07-19,423500,1,9000,415500,434500,415500,319807
2018-07-18,414500,1,1500,418000,418000,411500,98756
2018-07-17,413000,1,3000,410500,418000,410500,103780
2018-07-16,410000,1,8000,408500,417500,406500,243635
2018-07-13,402000,0,27000,405000,414000,397000,796570
2018-07-12,429000,1,14000,416000,437500,415000,275133
2018-07-11,415000,0,2000,414500,422000,411000,81484
2018-07-10,417000,0,10000,423000,426000,415000,148426
2018-07-09,427000,1,17000,416500,434500,416500,230626
2018-07-06,410000,0,3000,413500,415000,384000,263835
2018-07-05,413000,0,8500,421500,427500,411000,89360
2018-07-04,421500,0,7500,428500,431000,420000,109685
2018-07-03,429000,1,14500,419000,431000,411500,170906
2018-07-02,414500,0,2500,420500,424000,411000,116110
2018-06-29,417000,1,8000,428500,428500,412000,195473
2018-06-28,409000,0,9000,416000,421000,408500,83578
2018-06-27,418000,1,2000,414500,426500,413000,116211
2018-06-26,416000,0,4500,410000,419000,400500,217564
2018-06-25,420500,0,17000,438000,438500,418000,165310
2018-06-22,437500,1,22500,419500,445500,415500,345522
2018-06-21,415000,0,5000,420000,426000,411000,153582
2018-06-20,420000,1,39000,390500,429500,390000,400393
2018-06-19,381000,0,26500,407500,411500,381000,240421
2018-06-18,407500,0,500,405000,419500,404500,146959
2018-06-15,408000,2,0,410500,415500,406000,184289
2018-06-14,408000,0,21500,427000,427000,406000,245236
2018-06-12,429500,1,9500,421000,432000,419500,144313
2018-06-11,420000,0,1000,417000,422000,416000,94963
2018-06-08,421000,1,1000,424500,431000,421000,131269
2018-06-07,420000,0,1000,421000,428500,415000,209755
2018-06-05,421000,1,2000,430000,436500,419500,248976
2018-06-04,419000,0,32500,441000,448500,403000,689971
